Type,Buy Amount,Buy Currency,Sell Amount,Sell Currency,Fee,Fee Currency,Exchange,Trade Group,Comment,Date
Mining,3.4e-06,HNT2,,,,,Helium,,Block 854373,2021-05-21 20:07:28
Mining,4.08e-06,HNT2,,,,,Helium,,Block 854411,2021-05-21 20:53:24
Mining,3.7e-06,HNT2,,,,,Helium,,Block 854531,2021-05-21 23:01:00
Mining,0.07490681,HNT2,,,,,Helium,,Block 854571,2021-05-21 23:45:12
Mining,0.09143172000000001,HNT2,,,,,Helium,,Block 854680,2021-05-22 01:36:41
Mining,0.08080071999999999,HNT2,,,,,Helium,,Block 854799,2021-05-22 03:46:19
Mining,4.72e-06,HNT2,,,,,Helium,,Block 854902,2021-05-22 05:43:09
Mining,1.1370000000000001e-05,HNT2,,,,,Helium,,Block 855014,2021-05-22 07:49:08
Mining,1.146e-05,HNT2,,,,,Helium,,Block 855047,2021-05-22 08:21:05
Mining,8.73e-06,HNT2,,,,,Helium,,Block 855163,2021-05-22 10:11:22
Mining,7.8e-07,HNT2,,,,,Helium,,Block 855295,2021-05-22 12:18:56
Mining,4.3520000000000003e-05,HNT2,,,,,Helium,,Block 855477,2021-05-22 15:56:29
Mining,0.25685489,HNT2,,,,,Helium,,Block 855522,2021-05-22 17:16:30
Mining,0.13742624,HNT2,,,,,Helium,,Block 855593,2021-05-22 19:15:09
Mining,8.34e-06,HNT2,,,,,Helium,,Block 855644,2021-05-22 20:12:27
Mining,0.07770996,HNT2,,,,,Helium,,Block 855712,2021-05-22 21:39:18
Mining,3.19e-06,HNT2,,,,,Helium,,Block 855794,2021-05-22 23:09:07
Mining,9.03e-06,HNT2,,,,,Helium,,Block 855906,2021-05-23 00:58:50
Mining,1.36431228,HNT2,,,,,Helium,,Block 855949,2021-05-23 01:39:18
Mining,4.01e-06,HNT2,,,,,Helium,,Block 856026,2021-05-23 02:56:18
Mining,0.07403302,HNT2,,,,,Helium,,Block 856075,2021-05-23 03:43:18
Mining,0.08367009,HNT2,,,,,Helium,,Block 856165,2021-05-23 05:15:49
Mining,0.08885129,HNT2,,,,,Helium,,Block 856209,2021-05-23 05:58:51
Mining,8.4e-06,HNT2,,,,,Helium,,Block 856281,2021-05-23 07:18:02
Mining,1.445e-05,HNT2,,,,,Helium,,Block 856388,2021-05-23 09:28:53
Mining,1.866e-05,HNT2,,,,,Helium,,Block 856516,2021-05-23 12:31:25
Mining,1.434e-05,HNT2,,,,,Helium,,Block 856656,2021-05-23 15:38:24
Mining,6.46e-06,HNT2,,,,,Helium,,Block 856757,2021-05-23 17:42:40
Mining,5.24e-06,HNT2,,,,,Helium,,Block 856905,2021-05-23 20:35:52
Mining,3.78e-06,HNT2,,,,,Helium,,Block 857030,2021-05-23 22:59:02
Mining,8.2e-06,HNT2,,,,,Helium,,Block 857136,2021-05-24 00:49:41
Mining,0.09120826,HNT2,,,,,Helium,,Block 857181,2021-05-24 01:31:29
Mining,0.09569006999999999,HNT2,,,,,Helium,,Block 857263,2021-05-24 02:49:23
Mining,0.47028794,HNT2,,,,,Helium,,Block 857330,2021-05-24 03:49:56
Mining,1.0441871200000001,HNT2,,,,,Helium,,Block 857418,2021-05-24 05:10:15
Mining,1.136e-05,HNT2,,,,,Helium,,Block 857505,2021-05-24 06:37:24
Mining,1.31636997,HNT2,,,,,Helium,,Block 857541,2021-05-24 07:29:11
Mining,9.77e-06,HNT2,,,,,Helium,,Block 857645,2021-05-24 09:27:58
Mining,0.09888007,HNT2,,,,,Helium,,Block 857757,2021-05-24 11:18:14
Mining,1.41e-05,HNT2,,,,,Helium,,Block 857805,2021-05-24 12:17:21
Mining,0.0673481,HNT2,,,,,Helium,,Block 857865,2021-05-24 13:25:25
Mining,1.048e-05,HNT2,,,,,Helium,,Block 857903,2021-05-24 14:09:03
Mining,1.14463609,HNT2,,,,,Helium,,Block 857984,2021-05-24 15:42:09
Mining,9.13e-06,HNT2,,,,,Helium,,Block 858023,2021-05-24 16:24:48
Mining,5.84e-06,HNT2,,,,,Helium,,Block 858138,2021-05-24 18:24:58
Mining,0.08247191,HNT2,,,,,Helium,,Block 858295,2021-05-24 21:12:11
Mining,0.07223199,HNT2,,,,,Helium,,Block 858465,2021-05-25 00:07:57
Mining,5.93e-06,HNT2,,,,,Helium,,Block 858550,2021-05-25 01:39:29
Mining,1.32249474,HNT2,,,,,Helium,,Block 858626,2021-05-25 02:53:34
Mining,7.26e-06,HNT2,,,,,Helium,,Block 858660,2021-05-25 03:27:33
Mining,2.28e-06,HNT2,,,,,Helium,,Block 858795,2021-05-25 05:29:51
Mining,0.25535059,HNT2,,,,,Helium,,Block 858830,2021-05-25 06:04:55
Mining,0.07062144,HNT2,,,,,Helium,,Block 858865,2021-05-25 06:37:59
Mining,0.07773178,HNT2,,,,,Helium,,Block 858904,2021-05-25 07:13:49
Mining,1.069e-05,HNT2,,,,,Helium,,Block 859023,2021-05-25 09:10:13
Mining,9.42e-06,HNT2,,,,,Helium,,Block 859177,2021-05-25 11:55:00
Mining,1.707e-05,HNT2,,,,,Helium,,Block 859300,2021-05-25 14:35:24
Mining,0.15387967,HNT2,,,,,Helium,,Block 859413,2021-05-25 16:55:38
Mining,1.16654674,HNT2,,,,,Helium,,Block 859555,2021-05-25 19:49:12
Mining,2.24e-06,HNT2,,,,,Helium,,Block 859658,2021-05-25 22:24:45
Mining,0.21370644,HNT2,,,,,Helium,,Block 859737,2021-05-26 00:20:33
Mining,5.04e-06,HNT2,,,,,Helium,,Block 859777,2021-05-26 01:08:08
Mining,0.06529497,HNT2,,,,,Helium,,Block 859860,2021-05-26 02:48:31
Mining,6.86e-06,HNT2,,,,,Helium,,Block 859928,2021-05-26 04:08:24
Mining,0.56462035,HNT2,,,,,Helium,,Block 859967,2021-05-26 04:49:51
Mining,0.08004969,HNT2,,,,,Helium,,Block 860001,2021-05-26 05:26:43
Mining,3.46e-06,HNT2,,,,,Helium,,Block 860059,2021-05-26 06:40:57
Mining,3.36e-06,HNT2,,,,,Helium,,Block 860176,2021-05-26 08:33:01
Mining,0.06077715,HNT2,,,,,Helium,,Block 860294,2021-05-26 10:35:53
Mining,1.279e-05,HNT2,,,,,Helium,,Block 860392,2021-05-26 12:34:44
Mining,1.274e-05,HNT2,,,,,Helium,,Block 860433,2021-05-26 13:26:01
Mining,0.08015268,HNT2,,,,,Helium,,Block 860512,2021-05-26 14:45:51
Mining,9.72e-06,HNT2,,,,,Helium,,Block 860566,2021-05-26 15:37:51
Mining,4.84e-06,HNT2,,,,,Helium,,Block 860652,2021-05-26 17:32:32
Mining,4.86e-06,HNT2,,,,,Helium,,Block 860791,2021-05-26 21:17:45
Mining,7.37e-06,HNT2,,,,,Helium,,Block 860888,2021-05-26 23:15:51
Mining,7.44e-06,HNT2,,,,,Helium,,Block 860928,2021-05-27 00:01:25
Mining,3.39e-06,HNT2,,,,,Helium,,Block 861010,2021-05-27 02:08:05
Mining,3.46e-06,HNT2,,,,,Helium,,Block 861071,2021-05-27 03:24:46
Mining,5.71e-06,HNT2,,,,,Helium,,Block 861156,2021-05-27 05:20:21
Mining,3.55e-06,HNT2,,,,,Helium,,Block 861259,2021-05-27 07:22:16
Mining,3.54e-06,HNT2,,,,,Helium,,Block 861298,2021-05-27 07:59:50
Mining,1.013e-05,HNT2,,,,,Helium,,Block 861382,2021-05-27 09:19:42
