Type,Buy Amount,Buy Currency,Sell Amount,Sell Currency,Fee,Fee Currency,Exchange,Trade Group,Comment,Date,Tx-ID,Buy Value in your Account Currency,Sell Value in your Account Currency
Mining,0.12732062,HNT2,,,,,Helium,,Block 847500,2021-05-16 21:45:40,,1.775428751621,
Mining,1.809e-05,HNT2,,,,,Helium,,Block 847538,2021-05-16 22:22:49,,0.0002499956595,
Mining,2.16862378,HNT2,,,,,Helium,,Block 847573,2021-05-16 22:54:38,,29.431022219276198,
Mining,1.927e-05,HNT2,,,,,Helium,,Block 847666,2021-05-17 00:16:55,,0.0002699727,
Mining,2.656e-05,HNT2,,,,,Helium,,Block 847805,2021-05-17 02:20:20,,0.000369968848,
Mining,0.07644381,HNT2,,,,,Helium,,Block 847841,2021-05-17 02:51:16,,1.0556890161,
Mining,1.783e-05,HNT2,,,,,Helium,,Block 847917,2021-05-17 03:58:14,,0.00024005054985,
Mining,2.465e-05,HNT2,,,,,Helium,,Block 848046,2021-05-17 05:49:45,,0.0003199996445,
Mining,2.825e-05,HNT2,,,,,Helium,,Block 848158,2021-05-17 07:25:38,,0.00036996397749999995,
Mining,0.09963224,HNT2,,,,,Helium,,Block 848211,2021-05-17 08:15:20,,1.3554184138916,
Mining,3.243e-05,HNT2,,,,,Helium,,Block 848282,2021-05-17 09:18:49,,0.0004499733846,
Mining,2.944e-05,HNT2,,,,,Helium,,Block 848410,2021-05-17 11:09:32,,0.0004099444928,
Mining,3.471e-05,HNT2,,,,,Helium,,Block 848522,2021-05-17 12:46:55,,0.0004800063255,
Mining,0.09339133,HNT2,,,,,Helium,,Block 848632,2021-05-17 14:27:51,,1.30234209685,
Mining,2.952e-05,HNT2,,,,,Helium,,Block 848677,2021-05-17 15:10:24,,0.00041000475599999996,
Mining,0.09819493,HNT2,,,,,Helium,,Block 848870,2021-05-17 18:57:42,,1.3549967488165,
Mining,0.08797717999999999,HNT2,,,,,Helium,,Block 848945,2021-05-17 20:44:04,,1.2739095664,
Mining,1.372e-05,HNT2,,,,,Helium,,Block 849047,2021-05-17 22:40:00,,0.0001999815538,
Mining,1.25654031,HNT2,,,,,Helium,,Block 849171,2021-05-18 00:55:03,,17.7297837741,
Mining,0.6811105,HNT2,,,,,Helium,,Block 849442,2021-05-18 04:55:14,,10.240152406697499,
Mining,2.21269845,HNT2,,,,,Helium,,Block 849725,2021-05-18 09:02:38,,33.49274242176225,
Mining,0.11356165,HNT2,,,,,Helium,,Block 849843,2021-05-18 10:45:32,,1.6940110570232498,
Mining,1.67183589,HNT2,,,,,Helium,,Block 849876,2021-05-18 11:16:49,,25.02914706016395,
Mining,2.0952314800000003,HNT2,,,,,Helium,,Block 850216,2021-05-18 16:24:05,,31.527702362892803,
Mining,2.9607079599999997,HNT2,,,,,Helium,,Block 850366,2021-05-18 20:18:21,,49.59141422380599,
Mining,0.99952054,HNT2,,,,,Helium,,Block 850619,2021-05-19 00:26:46,,16.721828706119,
Mining,0.10951166,HNT2,,,,,Helium,,Block 850884,2021-05-19 04:23:17,,1.7345852984465,
Mining,0.13775712,HNT2,,,,,Helium,,Block 850962,2021-05-19 05:34:09,,2.1517662144000003,
Mining,0.53714494,HNT2,,,,,Helium,,Block 851271,2021-05-19 10:33:08,,7.8664876463,
Mining,1.4409434600000002,HNT2,,,,,Helium,,Block 851321,2021-05-19 11:20:04,,20.880012821281902,
Mining,0.10046842,HNT2,,,,,Helium,,Block 851364,2021-05-19 11:58:24,,1.433659236295,
Mining,9.38e-06,HNT2,,,,,Helium,,Block 851432,2021-05-19 13:00:41,,0.0001300537,
Mining,0.11898475,HNT2,,,,,Helium,,Block 851471,2021-05-19 13:37:00,,1.5475882391975,
Mining,1.484e-05,HNT2,,,,,Helium,,Block 851543,2021-05-19 14:39:38,,0.0001500324,
Mining,0.25538204000000003,HNT2,,,,,Helium,,Block 851662,2021-05-19 16:36:41,,3.5019262235000004,
Mining,1.107e-05,HNT2,,,,,Helium,,Block 851703,2021-05-19 17:15:07,,0.0001599975882,
Mining,1.766e-05,HNT2,,,,,Helium,,Block 851925,2021-05-19 21:35:27,,0.0002400968832,
Mining,2.6623487,HNT2,,,,,Helium,,Block 851964,2021-05-19 22:13:14,,35.506546554985,
Mining,0.09729551,HNT2,,,,,Helium,,Block 852033,2021-05-19 23:37:53,,1.2927313879415,
Mining,0.07670947,HNT2,,,,,Helium,,Block 852093,2021-05-20 00:36:55,,1.00451050965,
Mining,1.12110838,HNT2,,,,,Helium,,Block 852128,2021-05-20 01:15:41,,14.204241375091598,
Mining,2.392e-05,HNT2,,,,,Helium,,Block 852162,2021-05-20 01:57:23,,0.0002999931584,
Mining,4.033e-05,HNT2,,,,,Helium,,Block 852195,2021-05-20 02:33:46,,0.00044997229580000003,
Mining,2.262e-05,HNT2,,,,,Helium,,Block 852322,2021-05-20 04:41:28,,0.00026995386600000003,
Mining,2.083e-05,HNT2,,,,,Helium,,Block 852442,2021-05-20 06:32:18,,0.00026008650449999997,
Mining,1.8919892600000001,HNT2,,,,,Helium,,Block 852572,2021-05-20 09:40:36,,24.2074917445998,
Mining,0.08087809,HNT2,,,,,Helium,,Block 852642,2021-05-20 11:12:42,,1.0061533644933,
Mining,1.8860000000000002e-05,HNT2,,,,,Helium,,Block 852685,2021-05-20 12:17:31,,0.00023009200000000002,
Mining,2.316e-05,HNT2,,,,,Helium,,Block 852843,2021-05-20 15:51:32,,0.0003101124,
Mining,0.10479985,HNT2,,,,,Helium,,Block 852954,2021-05-20 17:50:20,,1.353207103155,
Mining,0.06483742,HNT2,,,,,Helium,,Block 853023,2021-05-20 19:11:19,,0.8376994664,
Mining,6.97e-06,HNT2,,,,,Helium,,Block 853062,2021-05-20 20:02:00,,9.00563032e-05,
Mining,0.08299636,HNT2,,,,,Helium,,Block 853320,2021-05-21 00:44:45,,1.1071894932783366,
Mining,3.72e-06,HNT2,,,,,Helium,,Block 853421,2021-05-21 02:25:55,,5.0026560000000004e-05,
Mining,0.09310128,HNT2,,,,,Helium,,Block 853466,2021-05-21 03:10:36,,1.280822239344,
Mining,3.63e-06,HNT2,,,,,Helium,,Block 853579,2021-05-21 05:02:08,,4.9938999e-05,
Mining,0.07569098,HNT2,,,,,Helium,,Block 853652,2021-05-21 06:12:43,,1.041303519154,
Mining,0.07869806000000001,HNT2,,,,,Helium,,Block 853687,2021-05-21 06:50:24,,1.0826728208380003,
Mining,8.76e-06,HNT2,,,,,Helium,,Block 853816,2021-05-21 09:11:37,,0.0001299984,
Mining,3.31e-06,HNT2,,,,,Helium,,Block 853893,2021-05-21 10:26:30,,4.99479e-05,
Mining,9.25e-06,HNT2,,,,,Helium,,Block 853937,2021-05-21 11:16:10,,0.0001399821,
Mining,0.05640982,HNT2,,,,,Helium,,Block 853975,2021-05-21 11:52:10,,0.853661088024,
Mining,1.32e-06,HNT2,,,,,Helium,,Block 854124,2021-05-21 14:37:07,,1.9975824000000002e-05,
Mining,1.838e-05,HNT2,,,,,Helium,,Block 854163,2021-05-21 15:28:32,,0.00029009429699999997,
Mining,0.07344834,HNT2,,,,,Helium,,Block 854213,2021-05-21 16:37:51,,1.087927829331,
Mining,3.44e-06,HNT2,,,,,Helium,,Block 854259,2021-05-21 17:34:11,,4.99488e-05,
Mining,2.0039999999999998e-05,HNT2,,,,,Helium,,Block 854307,2021-05-21 18:36:29,,0.00029991851615279995,
Mining,5.99e-06,HNT2,,,,,Helium,,Block 854340,2021-05-21 19:16:14,,8.99503325e-05,
Mining,3.4e-06,HNT2,,,,,Helium,,Block 854373,2021-05-21 20:07:28,,4.998e-05,
Mining,4.08e-06,HNT2,,,,,Helium,,Block 854411,2021-05-21 20:53:24,,5.9975999999999996e-05,
Mining,3.7e-06,HNT2,,,,,Helium,,Block 854531,2021-05-21 23:01:00,,4.995e-05,
Mining,0.07490681,HNT2,,,,,Helium,,Block 854571,2021-05-21 23:45:12,,1.0442009314,
Mining,0.09143172000000001,HNT2,,,,,Helium,,Block 854680,2021-05-22 01:36:41,,1.2421822047480002,
Mining,0.08080071999999999,HNT2,,,,,Helium,,Block 854799,2021-05-22 03:46:19,,1.093613504984,
Mining,4.72e-06,HNT2,,,,,Helium,,Block 854902,2021-05-22 05:43:09,,5.9943999999999994e-05,
Mining,1.1370000000000001e-05,HNT2,,,,,Helium,,Block 855014,2021-05-22 07:49:08,,0.0001399647,
Mining,1.146e-05,HNT2,,,,,Helium,,Block 855047,2021-05-22 08:21:05,,0.0001400823177924,
Mining,8.73e-06,HNT2,,,,,Helium,,Block 855163,2021-05-22 10:11:22,,0.00010999799999999999,
Mining,7.8e-07,HNT2,,,,,Helium,,Block 855295,2021-05-22 12:18:56,,1.00074e-05,
Mining,4.3520000000000003e-05,HNT2,,,,,Helium,,Block 855477,2021-05-22 15:56:29,,0.0005600762880000001,
Mining,0.25685489,HNT2,,,,,Helium,,Block 855522,2021-05-22 17:16:30,,3.2132546739,
Mining,0.13742624,HNT2,,,,,Helium,,Block 855593,2021-05-22 19:15:09,,1.653320122944,
Mining,8.34e-06,HNT2,,,,,Helium,,Block 855644,2021-05-22 20:12:27,,0.00010001995200000001,
Mining,0.07770996,HNT2,,,,,Helium,,Block 855712,2021-05-22 21:39:18,,0.9348508187999999,
Mining,3.19e-06,HNT2,,,,,Helium,,Block 855794,2021-05-22 23:09:07,,4.0002599999999995e-05,
Mining,9.03e-06,HNT2,,,,,Helium,,Block 855906,2021-05-23 00:58:50,,0.0001100539951308,
Mining,1.36431228,HNT2,,,,,Helium,,Block 855949,2021-05-23 01:39:18,,16.5354648336,
Mining,4.01e-06,HNT2,,,,,Helium,,Block 856026,2021-05-23 02:56:18,,5.00542235e-05,
Mining,0.07403302,HNT2,,,,,Helium,,Block 856075,2021-05-23 03:43:18,,0.8958735750200001,
Mining,0.08367009,HNT2,,,,,Helium,,Block 856165,2021-05-23 05:15:49,,1.0110810704954882,
Mining,0.08885129,HNT2,,,,,Helium,,Block 856209,2021-05-23 05:58:51,,1.062030584241,
Mining,8.4e-06,HNT2,,,,,Helium,,Block 856281,2021-05-23 07:18:02,,9.994714514399999e-05,
Mining,1.445e-05,HNT2,,,,,Helium,,Block 856388,2021-05-23 09:28:53,,0.00015995558995000002,
Mining,1.866e-05,HNT2,,,,,Helium,,Block 856516,2021-05-23 12:31:25,,0.0002000379945216,
Mining,1.434e-05,HNT2,,,,,Helium,,Block 856656,2021-05-23 15:38:24,,0.0001399584,
Mining,6.46e-06,HNT2,,,,,Helium,,Block 856757,2021-05-23 17:42:40,,5.99787098e-05,
Mining,5.24e-06,HNT2,,,,,Helium,,Block 856905,2021-05-23 20:35:52,,4.9985932e-05,
Mining,3.78e-06,HNT2,,,,,Helium,,Block 857030,2021-05-23 22:59:02,,4.0603467618e-05,
Mining,8.2e-06,HNT2,,,,,Helium,,Block 857136,2021-05-24 00:49:41,,8.998040399999999e-05,
Mining,0.09120826,HNT2,,,,,Helium,,Block 857181,2021-05-24 01:31:29,,1.154906350598,
Mining,0.09569006999999999,HNT2,,,,,Helium,,Block 857263,2021-05-24 02:49:23,,1.1664619532999998,
Mining,0.47028794,HNT2,,,,,Helium,,Block 857330,2021-05-24 03:49:56,,5.9820625968000005,
Mining,1.0441871200000001,HNT2,,,,,Helium,,Block 857418,2021-05-24 05:10:15,,14.315805415200003,
Mining,1.136e-05,HNT2,,,,,Helium,,Block 857505,2021-05-24 06:37:24,,0.0001599488,
Mining,1.31636997,HNT2,,,,,Helium,,Block 857541,2021-05-24 07:29:11,,19.1644380267435,
Mining,9.77e-06,HNT2,,,,,Helium,,Block 857645,2021-05-24 09:27:58,,0.00013997479,
Mining,0.09888007,HNT2,,,,,Helium,,Block 857757,2021-05-24 11:18:14,,1.408892677395,
Mining,1.41e-05,HNT2,,,,,Helium,,Block 857805,2021-05-24 12:17:21,,0.00019996605900000002,
Mining,0.0673481,HNT2,,,,,Helium,,Block 857865,2021-05-24 13:25:25,,0.9553125940699999,
Mining,1.048e-05,HNT2,,,,,Helium,,Block 857903,2021-05-24 14:09:03,,0.0001500674593488,
Mining,1.14463609,HNT2,,,,,Helium,,Block 857984,2021-05-24 15:42:09,,16.400918215565003,
Mining,9.13e-06,HNT2,,,,,Helium,,Block 858023,2021-05-24 16:24:48,,0.0001300112,
Mining,5.84e-06,HNT2,,,,,Helium,,Block 858138,2021-05-24 18:24:58,,8.005328920000001e-05,
Mining,0.08247191,HNT2,,,,,Helium,,Block 858295,2021-05-24 21:12:11,,1.1273910097,
Mining,0.07223199,HNT2,,,,,Helium,,Block 858465,2021-05-25 00:07:57,,0.9599631470999999,
Mining,5.93e-06,HNT2,,,,,Helium,,Block 858550,2021-05-25 01:39:29,,8.066638299999999e-05,
Mining,1.32249474,HNT2,,,,,Helium,,Block 858626,2021-05-25 02:53:34,,18.429149351163602,
Mining,7.26e-06,HNT2,,,,,Helium,,Block 858660,2021-05-25 03:27:33,,9.67758e-05,
Mining,2.28e-06,HNT2,,,,,Helium,,Block 858795,2021-05-25 05:29:51,,3.0027600000000004e-05,
Mining,0.25535059,HNT2,,,,,Helium,,Block 858830,2021-05-25 06:04:55,,3.4089303765,
Mining,0.07062144,HNT2,,,,,Helium,,Block 858865,2021-05-25 06:37:59,,0.9427962239999998,
Mining,0.07773178,HNT2,,,,,Helium,,Block 858904,2021-05-25 07:13:49,,1.0384965808,
Mining,1.069e-05,HNT2,,,,,Helium,,Block 859023,2021-05-25 09:10:13,,0.0001499807,
Mining,9.42e-06,HNT2,,,,,Helium,,Block 859177,2021-05-25 11:55:00,,0.000129985638,
Mining,1.707e-05,HNT2,,,,,Helium,,Block 859300,2021-05-25 14:35:24,,0.0002202731522376,
Mining,0.15387967,HNT2,,,,,Helium,,Block 859413,2021-05-25 16:55:38,,2.1078968081461498,
Mining,1.16654674,HNT2,,,,,Helium,,Block 859555,2021-05-25 19:49:12,,16.5416327732,
Mining,2.24e-06,HNT2,,,,,Helium,,Block 859658,2021-05-25 22:24:45,,2.9993600000000004e-05,
Mining,0.21370644,HNT2,,,,,Helium,,Block 859737,2021-05-26 00:20:33,,2.9769307092,
Mining,5.04e-06,HNT2,,,,,Helium,,Block 859777,2021-05-26 01:08:08,,7.00453679688e-05,
Mining,0.06529497,HNT2,,,,,Helium,,Block 859860,2021-05-26 02:48:31,,0.9536177454209757,
Mining,6.86e-06,HNT2,,,,,Helium,,Block 859928,2021-05-26 04:08:24,,0.00010005826160120001,
Mining,0.56462035,HNT2,,,,,Helium,,Block 859967,2021-05-26 04:49:51,,8.2942729415,
Mining,0.08004969,HNT2,,,,,Helium,,Block 860001,2021-05-26 05:26:43,,1.1831304157155,
Mining,3.46e-06,HNT2,,,,,Helium,,Block 860059,2021-05-26 06:40:57,,5.005992705459999e-05,
Mining,3.36e-06,HNT2,,,,,Helium,,Block 860176,2021-05-26 08:33:01,,5.00304e-05,
Mining,0.06077715,HNT2,,,,,Helium,,Block 860294,2021-05-26 10:35:53,,0.90273516438,
Mining,1.279e-05,HNT2,,,,,Helium,,Block 860392,2021-05-26 12:34:44,,0.00018997242799999997,
Mining,1.274e-05,HNT2,,,,,Helium,,Block 860433,2021-05-26 13:26:01,,0.0001900275468,
Mining,0.08015268,HNT2,,,,,Helium,,Block 860512,2021-05-26 14:45:51,,1.18018224734436,
Mining,9.72e-06,HNT2,,,,,Helium,,Block 860566,2021-05-26 15:37:51,,0.000139957308,
Mining,4.84e-06,HNT2,,,,,Helium,,Block 860652,2021-05-26 17:32:32,,7.000963200000001e-05,
Mining,4.86e-06,HNT2,,,,,Helium,,Block 860791,2021-05-26 21:17:45,,7.0013646e-05,
Mining,7.37e-06,HNT2,,,,,Helium,,Block 860888,2021-05-26 23:15:51,,0.00010994315419999999,
Mining,7.44e-06,HNT2,,,,,Helium,,Block 860928,2021-05-27 00:01:25,,0.000109994450604,
Mining,3.39e-06,HNT2,,,,,Helium,,Block 861010,2021-05-27 02:08:05,,5.07314856e-05,
Mining,3.46e-06,HNT2,,,,,Helium,,Block 861071,2021-05-27 03:24:46,,4.9996999999999996e-05,
Mining,5.71e-06,HNT2,,,,,Helium,,Block 861156,2021-05-27 05:20:21,,8.00542e-05,
Mining,3.55e-06,HNT2,,,,,Helium,,Block 861259,2021-05-27 07:22:16,,4.9996567e-05,
Mining,3.54e-06,HNT2,,,,,Helium,,Block 861298,2021-05-27 07:59:50,,4.9944089999999994e-05,
Mining,1.013e-05,HNT2,,,,,Helium,,Block 861382,2021-05-27 09:19:42,,0.0001500456613,
